1/1/23,WINE AND BEYOND,ALCOHOL,Optional_Expenses,Vices,,$52.05
10/4/23,CO-OP,GAS,Variable_Expenses,Gas,,$42.23
6/21/23,BOHEMIAN CANNABIS,TRAVEL WEED,Other,Vacation,,$42.09
4/17/23,AUDIAN ART MUSEUM,ART ADMISSION W/ MORGAN,Other,Vacation,,$42.00
5/20/22,DISCOVERY HUT,BOARD GAME - WATERGATE,Optional_Expenses,Entertainment,,$41.99
2/26/22,H&M,CLOTHES,Variable_Expenses,Clothing,,$41.97
8/7/22,NOVA CANNABIS,WEED (HALF),Optional_Expenses,Vices,,$41.97
7/3/23,LONDON DRUGS,SQUISHMALLOWS,Optional_Expenses,Guilt-Free,,$41.97
8/8/22,MOBIL,GAS,Variable_Expenses,Gas,,$41.89
6/30/23,SAVE-ON,FOOD,Other,Vacation,,$41.72
9/14/22,MOBIL,GAS,Variable_Expenses,GAS,,$41.44
5/5/23,CACTUS CLUB,LUNCH W/ IRM (PAID),Optional_Expenses,Eating Out/Takeout,,$41.37
1/11/23,ESSO,GAS,Variable_Expenses,Gas,,$41.35
3/21/23,CO-OP,GAS,Variable_Expenses,Gas,,$41.31
7/8/22,MOBIL,GAS,Variable_Expenses,Gas,,$41.29
10/15/23,CO-OP,LIQUOR,Optional_Expenses,Vices,,$41.20
9/21/22,MIO PIZZA,DINNER W/ MORGAN (PAID),Optional_Expenses,Eating Out/Takeout,,$41.11
2/5/22,SUPERSTORE,GROCERIES,Variable_Expenses,Groceries,,$40.82
2/15/23,STEAM,CRASH BANDICOOT 4 & UNTITLED GOOSE GAME,Optional_Expenses,Video Games,,$40.82
2/10/23,CO-OP,GAS,Variable_Expenses,Gas,,$40.65
9/29/22,MOBIL,GAS,Variable_Expenses,Gas,,$40.57
7/28/22,SHOPPERS DRUG MART,SUNSCREEN,Reimbursements,Work Reimbursement,,$40.29
12/4/22,ROCKY MOUNTAIN BAGEL COMPANY,BREAKFAST W/ MORGAN (PAID),Optional_Expenses,Eating Out/Takeout,,$40.25
10/8/22,PETRO CANADA,GAS,Variable_Expenses,Gas,,$40.24
2/5/22,ESSO,GAS,Variable_Expenses,Gas,,$40.00
10/28/22,PIE JUNKY,DINNER W/ MORGAN (PAID),Optional_Expenses,Eating Out/Takeout,,$40.00
3/20/23,MORGAN,TRANSFER FOR INDIAN FOOD,Optional_Expenses,Eating Out/Takeout,,$40.00
5/1/23,SHANE DORCHAK,SOCCER LEAGUE,Fixed_Expenses,Gym Membership,,$40.00
5/15/23,ALBERTA PARKS,TURBINE CANYON BOOKING 2 NIGHTS,Other,Vacation,,$40.00
6/21/23,RBC,CASH WITHDRAWL,Other,Vacation,,$40.00
6/30/23,MYST,LUNCH,Other,Vacation,,$40.00
8/19/23,CINEPLEX,MOVIE W/ MORGAN (PAID) (BARBIE),Optional_Expenses,Entertainment,,$39.92
8/6/22,TELUS SPARK,ADMISSION (FOR KIDS),True_Expenses,Gifts,,$39.90
10/26/23,LONDON DRUGS,SQUISHMALLOWS,Optional_Expenses,Guilt-Free,,$39.87
6/23/23,COASTAL KITCHEN,FOOD,Other,Vacation,,$39.85
12/13/22,MOBIL,GAS,Variable_Expenses,Gas,,$39.84
1/18/22,ENMAX,UTILITIES,Fixed_Expenses,Housing,,$39.70
9/25/22,HUMBLE BUNDLE,UNITY - ART PACK,Variable_Expenses,Learning,,$39.49
10/27/22,PLANT LIFE,WEED (PRE ROLLS),Optional_Expenses,Vices,,$39.47
1/15/22,SHELF LIFE BOOKS,BOOKS,Variable_Expenses,Learning,,$39.42
9/27/22,NINTENDO,VIDEO GAME (MHR:SB),Optional_Expenses,Entertainment,,$39.36
1/5/22,ESSO,GAS,Variable_Expenses,Gas,,$39.23
3/20/22,NO FRILLS,GROCERIES,Variable_Expenses,Groceries,,$39.15
8/17/22,MOBIL,GAS,Variable_Expenses,Gas,,$39.13
7/31/22,NO FRILLS,GROCERIES,Variable_Expenses,Groceries,,$39.04
9/1/22,RBC,CREDIT CARD ANNUAL FEE,Other,Other,,$39.00
9/1/23,RBC,ANNUAL FEE,Fixed_Expenses,Fees,,$39.00
3/2/23,ESSO,GAS,Variable_Expenses,Gas,,$38.95
2/3/23,MOBIL,GAS,Variable_Expenses,Gas,,$38.91
12/5/22,ESSO,GAS,Variable_Expenses,Gas,,$38.89
7/23/22,STEAM,VIDEO GAME,Optional_Expenses,Entertainment,,$38.84
7/25/22,STEAM,VIDEO GAME,Optional_Expenses,Entertainment,,$38.84
4/30/22,H-MART,GROCERIES,Variable_Expenses,Groceries,,$38.55
1/15/22,ESSO,GAS,Variable_Expenses,Gas,,$38.53
11/22/22,SUSHI ON,DINNER W/ MORGAN (PAID),Other,Vacation,,$38.52
4/22/23,SUPER SAVE GAS,GAS FOR ROTHA CAR,Other,Vacation,,$38.41
6/24/22,OLA POKE,LUNCH W/ MORGAN (PAID MEAL),Optional_Expenses,Eating Out/Takeout,,$38.22
3/3/23,SUPERSTORE,GROCERIES,Variable_Expenses,Groceries,,$38.03
1/28/23,AMAZON,MOUSE JIGGLER,Optional_Expenses,Other,,$37.79
9/13/23,LONDON DRUGS,SQUISHMALLOW,Optional_Expenses,Guilt-Free,,$37.77
5/19/22,SHELF LIFE BOOKS,BOOKS,Variable_Expenses,Learning,,$37.75
1/21/22,SUPERSTORE,GROCERIES,Variable_Expenses,Groceries,,$37.60
7/17/22,COOP,GROCERIES,Variable_Expenses,Groceries,,$37.26
11/23/22,TISOL,GIFT FOR BELLE,Other,Vacation,,$37.19
10/15/23,CO-OP,GAS,Variable_Expenses,Gas,,$37.16
4/8/22,H-MART,GROCERIES,Variable_Expenses,Groceries,,$37.12
7/15/22,LUX LEAF,WEED (PRE ROLLS),Optional_Expenses,Vices,,$36.74
2/18/22,SUSHI SHOP,LUNCH W/ MORGAN (PAID),Optional_Expenses,Eating Out/Takeout,,$36.27
4/16/23,STUDIO BREWING,DRINKS W/ MORGAN ROTHA,Other,Vacation,,$36.23
4/14/23,GRETA,DRINKS W ELIO,Optional_Expenses,Entertainment,,$36.00
5/30/22,MOBIL,GAS,Variable_Expenses,Gas,,$35.87
9/26/22,STEAM,VIDEO GAME (SLIME RANCHER 2),Optional_Expenses,Entertainment,,$35.69
7/27/23,WOW BAKERY,SNACKS,Optional_Expenses,Eating Out/Takeout,,$35.23
3/27/22,THE UNICORN,DATE NIGHT W/ MORGAN,Optional_Expenses,Entertainment,,$35.02
4/15/23,PHO HONG,FOOD W/ MORGAN,Other,Vacation,,$34.94
7/23/22,CANADIAN TIRE,ENGINE AIR FILTER,True_Expenses,Auto Maintenance,,$34.64
9/17/23,SUBWAY,SUBWAY SNACKS,Optional_Expenses,Snacks,,$34.52
1/19/22,COOP,ALCOHOL,Optional_Expenses,Vices,,$34.51
4/30/22,BRAVO PIZZA,PIZZA,Optional_Expenses,Eating Out/Takeout,,$33.81
1/15/22,KNIFEWEAR,KNIFE GUARD,Optional_Expenses,Guilt-Free,,$33.60
8/14/23,REVELSTOKE,HAT,Other,Vacation,,$33.59
10/22/22,PLANT LIFE,WEED (PRE ROLLS),Optional_Expenses,Vices,,$33.58
4/22/23,THE ART OF LOVING SEX,NIPPLE CLAMPS,Other,Vacation,,$33.55
5/3/22,NINTENDO,VIDEO GAME,Optional_Expenses,Entertainment,,$33.51
9/22/23,COURSERA,COURSERA MONTHLY,Variable_Expenses,Learning,,$33.00
5/28/23,FIESTA LIQUOR,LIQUOR,Optional_Expenses,Vices,,$32.98
9/21/22,BUD BAR,PRE ROLLS (3 X 0.5),Optional_Expenses,Vices,,$32.91
5/21/23,CO-OP,GAS,Variable_Expenses,Gas,,$32.85
9/24/22,COSTCO,AIR FRYER (MORGAN),True_Expenses,Gifts,,$32.75
9/25/22,HUMBLE BUNDLE,UNITY - TOOLS PACK,Variable_Expenses,Learning,,$32.70
10/24/22,TIM HORTONS,COFFEE AND DONUTS FOR CREW,Reimbursements,Work Reimbursement,,$32.45
5/21/23,T&T,GROCERIES,Variable_Expenses,Groceries,,$32.28
9/6/22,NO FRILLS,GROCERIES W/ MORGAN,Variable_Expenses,Groceries,,$32.27
6/27/22,ACE LIQUOR,ALCOHOL,Optional_Expenses,Vices,,$31.94
7/24/22,ACE LIQUOR,ALCOHOL,Optional_Expenses,Vices,,$31.94
1/8/23,UBER,RIDE HOME,Optional_Expenses,Entertainment,,$31.92
4/1/22,4TH ST LIQUOR,ALCOHOL,Optional_Expenses,Vices,,$31.59
9/24/23,SHOPPERS DRUG MART,SQUISHMALLOW,Optional_Expenses,Guilt-Free,,$31.49
5/11/22,MOBIL,GAS,Variable_Expenses,Gas,,$31.47
10/30/22,CHAPTERS,MATH 30-2 BOOK FOR MORGAN,True_Expenses,Gifts,,$31.45
4/21/22,ESSO,GAS,Variable_Expenses,Gas,,$31.36
4/19/23,SHOPPERS DRUG MART,,Other,Vacation,,$31.35
10/19/22,NEW LEAF,BONG,Optional_Expenses,Vices,,$31.28
9/17/23,CO-OP,GAS,Variable_Expenses,Gas,,$31.27
9/12/22,NO FRILLS,GROCERIES,Variable_Expenses,Groceries,,$30.98
4/16/23,THE HIVE,DAY PASS,Other,Vacation,,$30.98
6/30/23,THE HIVE,CLIMBING DAY PASS,Other,Vacation,,$30.98
7/2/23,SUPERSTORE,GROCERIES,Variable_Expenses,Groceries,,$30.96
10/21/22,SEPHORA,HAIR OIL & SKIN CARE,Variable_Expenses,Self-Care,,$30.90
8/25/23,CO-OP,GAS,Variable_Expenses,Gas,,$30.90
1/23/22,NO FRILLS,GROCERIES,Variable_Expenses,Groceries,,$30.68
4/19/23,PEAKED PIES,DINNER W/ MORGAN,Other,Vacation,,$30.30
6/12/22,A-MART,GROCERIES,Variable_Expenses,Groceries,,$29.89
3/21/23,WALMART,SQUISHMALLOW,Optional_Expenses,Guilt-Free,,$29.66
8/18/23,CO-OP,GAS,Variable_Expenses,Gas,,$29.55
1/2/23,RAMEN TAKA,RAMEN (MORGAN),Optional_Expenses,Eating Out/Takeout,,$29.52
3/16/22,BOTTLESCREW BILLS,WINGS WEDNESDAY,Optional_Expenses,Entertainment,,$29.49
1/15/22,THE BODY SHOP,FACE MASK,Variable_Expenses,Self-Care,,$29.40
9/19/22,STEAM,VIDEO GAME (CULT OF THE LAMB),Optional_Expenses,Entertainment,,$29.39
4/2/23,T&T,GROCERIES,Variable_Expenses,Groceries,,$29.28
6/27/22,CHOPPED LEAF,DINNER W MORGAN (PAID MEAL),Optional_Expenses,Eating Out/Takeout,,$28.96
12/9/22,A&W,DINNER W/ MORGAN (PAID),Optional_Expenses,Eating Out/Takeout,,$28.94
5/20/22,ACE LIQUOR,ALCOHOL,Optional_Expenses,Vices,,$28.79
11/11/22,LADYBUG CAFÉ,BAKERY W/ MORGAN,Optional_Expenses,Eating Out/Takeout,,$28.70
8/5/23,LONDON DRUGS,SQUISHMALLOW,Optional_Expenses,Guilt-Free,,$28.61
5/14/23,SUPERSTORE,GROCERIES,Variable_Expenses,Groceries,,$28.57
9/25/22,PLANT LIFE,INFUSEED PRE ROLLS (3 x 0.5g),Optional_Expenses,Vices,,$28.55
5/6/22,4TH ST LIQUOR,ALCOHOL,Optional_Expenses,Vices,,$28.40
3/30/22,BOTTLESCREW BILLS,WINGS WEDNESDAY,Optional_Expenses,Entertainment,,$28.34
3/12/23,STEAM,VIDEO GAME,Optional_Expenses,Video Games,,$28.26
4/19/23,LONDON DRUGS,SQUISHMALLOW,Other,Vacation,,$27.99
4/20/23,KIMS MART,SNACKS,Other,Vacation,,$27.88
1/3/23,STEAM,VIDEO GAME (RED DEAD REDEMPTION 2),Optional_Expenses,Video Games,,$27.71
8/1/22,NO FRILLS,GROCERIES,Variable_Expenses,Groceries,,$27.70
4/6/22,HUDSONS,WINGS WEDNESDAY,Optional_Expenses,Entertainment,,$27.56
4/17/23,AVALANCHE PIZZA,PIZZA W/ MORGAN,Other,Vacation,,$27.55
10/12/23,A&W,DINNER,Optional_Expenses,Eating Out/Takeout,,$27.38
9/5/23,MORNING SUN,ELECTROLYTES,Optional_Expenses,Other,,$27.29
12/11/22,LONDON DRUGS,SQUISHMALLOW,True_Expenses,Gifts,,$27.28
2/16/22,OLA POKE,WORK REIMBURSEMENT,Reimbursements,Work Reimbursement,,$27.19
8/16/23,WHITE SPOT,LUNCH IN SKAHA,Other,Vacation,,$26.82
8/18/23,4TH SPOT,LUNCH W/ COLIN,Optional_Expenses,Eating Out/Takeout,,$26.80
7/5/23,RED PHOENIX,TRAINING SHIRT,Variable_Expenses,Clothing,,$26.75
6/29/23,SOOKE,A&W,Other,Vacation,,$26.72
7/16/23,STAMPEDE,STAMPEDE TICKET (ZEDDS DEAD),Optional_Expenses,Entertainment,,$26.50
4/14/22,LIQUOR BOSS,ALCOHOL,Optional_Expenses,Vices,,$26.34
5/14/22,SHOWCASE,SQUISHMALLOW,Optional_Expenses,Guilt-Free,,$26.24
9/13/22,SAVE ON FOODS,SQUISHMALLOW,Optional_Expenses,Guilt-Free,,$26.24
9/15/22,LIQUOR EMPORIUM,LIQUOR (BEER),Optional_Expenses,Vices,,$26.24
6/16/23,STEAM,VIDEO GAME (VOIDIGO),Optional_Expenses,Video Games,,$26.03
8/18/23,ELIO,SKAHA EXPENSES,Other,Vacation,,$26.00
10/14/23,CLAIRES,SQUISHMALLOW,Optional_Expenses,Guilt-Free,,$25.99
9/28/23,REXALL,PSORIASIS CREAM,True_Expenses,Medical,,$25.97
10/4/22,SUPERSTORE,GROCERIES,Variable_Expenses,Groceries,,$25.96
1/15/22,FRESHII,LUNCH W/ MORGAN (PAID),Optional_Expenses,Eating Out/Takeout,,$25.83
11/26/22,KIMS MART,SNACKS,Other,Vacation,,$25.79
10/12/22,NEW LEAF,WEED (PRE ROLLS),Optional_Expenses,Vices,,$25.76
8/4/23,CALAWAY PARK,FOOD AT CALWAY,Optional_Expenses,Eating Out/Takeout,,$25.75
4/22/23,NANA'S BAKERY,BAKED GOODS,Other,Vacation,,$25.50
11/12/22,CO-OP,ALCOHOL,Optional_Expenses,Vices,,$25.34
2/5/22,LINA'S,GROCERIES,Variable_Expenses,Groceries,,$25.21
1/27/23,NINTENDO,VIDEO GAME (OLLI OLLI WORLD),Optional_Expenses,Video Games,,$25.19
6/2/23,CO-OP,GAS,Variable_Expenses,Gas,,$25.13
1/13/23,CALGARY,CITY PARKING,Fixed_Expenses,Parking,,$25.00
5/14/22,CANADIAN PIZZA UNLIMITED,PIZZA,Optional_Expenses,Eating Out/Takeout,,$25.00
7/21/23,NATIONAL,DRINKS W/ MORGAN,Optional_Expenses,Eating Out/Takeout,,$25.00
6/21/23,CANADIAN TIRE,WATER TABS,Other,Vacation,,$24.62
9/17/23,ACTIVE LIVING,TENT RENTAL,Other,Vacation,,$24.57
10/10/23,HUMBLE BUNDLE,WEB DEV,Variable_Expenses,Learning,,$24.26
4/10/22,HANNKI,KOREAN DOGS,Optional_Expenses,Eating Out/Takeout,,$24.15
3/6/23,LUX LEAF,PAX POD 1X,Optional_Expenses,Vices,,$24.14
10/26/22,A&W,DINNER W/ MORGAN (PAID),Optional_Expenses,Eating Out/Takeout,,$24.12
1/1/22,ESSO,GAS,Variable_Expenses,Gas,,$23.94
6/15/22,USL,LTD,Other,Tax,,$23.72
6/30/22,USL,LTD,Other,Tax,,$23.72
7/15/22,USL,LTD,Other,Tax,,$23.72
7/29/22,USL,LTD,Other,Tax,,$23.72
8/15/22,USL,LTD,Other,Tax,,$23.72
8/31/22,USL,LTD,Other,Tax,,$23.72
9/15/22,USL,LTD,Other,Tax,,$23.72
9/30/22,USL,LTD,Other,Tax,,$23.72
10/14/22,USL,LTD,Other,Tax,,$23.72
10/31/22,USL,LTD,Other,Tax,,$23.72
4/9/22,URBAN PLANET,CLOTHES,Variable_Expenses,Clothing,,$23.61
12/6/22,THE DEN,DRINKS W/ MORGAN (PAID),Optional_Expenses,Eating Out/Takeout,,$23.56
4/14/22,USL,LTD,Other,Tax,,$23.49
4/29/22,USL,LTD,Other,Tax,,$23.49
5/13/22,USL,LTD,Other,Tax,,$23.49
5/31/22,USL,LTD,Other,Tax,,$23.49
7/9/22,CHAPTERS,BULLET JOURNAL,Optional_Expenses,Guilt-Free,,$23.30
7/12/22,A&W,LUNCH W/ MORGAN (PAID),Optional_Expenses,Eating Out/Takeout,,$23.28
6/12/22,NO FRILLS,GROCERIES,Variable_Expenses,Groceries,,$23.17
3/19/22,CHAPTERS,BOOKS,Variable_Expenses,Learning,,$23.10
7/5/22,LUX LEAF,WEED (PAX POD),Optional_Expenses,Vices,,$23.09
1/7/23,420 PREMIUM MARKET,"WEED (PRE ROLLS, 3 X 0.5G)",Optional_Expenses,Vices,,$22.87
4/30/23,SEPHORA,SKIN CARE (CLEANSER),Variable_Expenses,Self-Care,,$22.79
7/13/22,BAKE CHEF,LUNCH W/ MORGAN AND MARK (PAID),Optional_Expenses,Eating Out/Takeout,,$22.50
11/20/22,AVALANCHE PIZZA,PIZZA,Other,Vacation,,$22.50
11/21/22,WALMART,SQUISHMALLOW,Other,Vacation,,$22.37
11/11/22,STEAM,AGAINST THE STORM,Optional_Expenses,Entertainment,,$22.30
1/17/22,AMARANTH,GROCERIES,Variable_Expenses,Groceries,,$22.15
1/14/22,USL,LTD,Other,Tax,,$22.13
1/31/22,USL,LTD,Other,Tax,,$22.13
2/15/22,USL,LTD,Other,Tax,,$22.13
2/28/22,USL,LTD,Other,Tax,,$22.13
3/15/22,USL,LTD,Other,Tax,,$22.13
3/31/22,USL,LTD,Other,Tax,,$22.13
5/20/22,COMMONWEALTH,WENT OUT?,Optional_Expenses,Entertainment,,$22.01
1/18/22,SPIRITLEAF,WEED (PRE ROLLS),Optional_Expenses,Vices,,$22.00
6/21/23,BC LIQUOR,TRAVEL LIQUOR,Other,Vacation,,$21.94
9/17/23,ACE LIQUOR,LIQUOR,Optional_Expenses,Vices,,$21.91
10/8/23,COCO,BOBA,Optional_Expenses,Eating Out/Takeout,,$21.90
4/10/22,OEB,BREAKFAST,Optional_Expenses,Eating Out/Takeout,,$21.74
8/14/22,A&W,LUNCH W/ MORGAN (PAID),Optional_Expenses,Eating Out/Takeout,,$21.71
1/2/23,RAMEN TAKA,RAMEN (SELF),Optional_Expenses,Eating Out/Takeout,,$21.68
2/19/22,SHOPPERS DRUG MART,SNACKS,Optional_Expenses,Eating Out/Takeout,,$21.61
4/4/22,STEAM,VIDEO GAME,Optional_Expenses,Entertainment,,$21.54
11/7/22,COSTCO,2X WINE,Optional_Expenses,Vices,,$21.18
8/11/23,CO-OP,GAS,Variable_Expenses,Gas,,$21.07
2/17/23,MOBIL,GAS,Variable_Expenses,Gas,,$21.01
8/6/22,FRESHLY SQUEEZED,LEMONADE (FOR KIDS),Optional_Expenses,Eating Out/Takeout,,$21.00
4/14/23,GRETA,GAME PASS W/ ELIO,Optional_Expenses,Entertainment,,$21.00
3/20/22,STEAM,VIDEO GAME,Optional_Expenses,Entertainment,,$20.99
8/6/22,SHOPPERS DRUG MART,LACTATE PILLS (FOR LIAM),True_Expenses,Gifts,,$20.99
8/22/22,SHOPPERS DRUG MART,SQUISHMALLOW,Optional_Expenses,Guilt-Free,,$20.99
9/12/22,NINTENDO,VIDEO GAME,Optional_Expenses,Entertainment,,$20.99
11/1/22,SHOPPERS DRUG MART,SQUISHMALLOW,Optional_Expenses,Guilt-Free,,$20.99
3/19/23,LONDON DRUGS,PROBIOTICS,Other,Unexpected Expenses,,$20.99
3/21/23,SHOPPERS DRUG MART,SQUISHMALLOW (FINNEOUS),Optional_Expenses,Guilt-Free,,$20.99
8/5/23,LONDON DRUGS,SQUISHMALLOW,Optional_Expenses,Guilt-Free,,$20.99
4/26/23,SHOPPERS DRUG MART,SQUISHMALLOWS,Optional_Expenses,Guilt-Free,,$20.98
7/28/23,CANNA CABANA,SMALL BONG,Optional_Expenses,Vices,,$20.97
1/20/22,SPIRITLEAF,WEED (PRE ROLLS),Optional_Expenses,Vices,,$20.95
4/17/23,BUFFALO BILLS,DRINKS W/ MORGAN,Other,Vacation,,$20.70
3/7/23,DEVILLE,COFFEE W/ ROBIN,Reimbursements,Work Reimbursements,,$20.53
8/2/23,STEAM,VIDEO GAME (A HAT IN TIME),Optional_Expenses,Video Games,,$20.46
9/11/23,STEAM,GAME,Optional_Expenses,Video Games,,$20.46
4/29/22,NO FRILLS,GROCERIES W/ MORGAN,Variable_Expenses,Groceries,,$20.44
1/15/22,MICHAELS,YARN AND CROCHET,Optional_Expenses,Entertainment,,$20.35
9/17/23,CO-OP,LIQUOR,Optional_Expenses,Vices,,$20.34
3/10/23,HUMBLE BUNDLE,GAME BUNDLE,Optional_Expenses,Video Games,,$20.29
9/17/23,STEAM,VIDEO GAME,Optional_Expenses,Video Games,,$20.20
5/5/22,PERSONAL,CHELSEA - GIFT?,True_Expenses,Gifts,,$20.00
5/4/23,FACEBOOK MARKETPLACE,FELI-WAY,Other,Other,,$20.00
9/2/23,TIGER TKD,REGISTRATION FEE,Fixed_Expenses,Gym Membership,,$20.00
4/9/23,SUPERSTORE,GROCERIES,Variable_Expenses,Groceries,,$19.99
11/20/22,GRINGO,TACOS,Other,Vacation,,$19.92
2/1/22,SPIRITLEAF,WEED (PRE ROLLS),Optional_Expenses,Vices,,$19.90
10/1/23,TAILGUNNER,DRINKS FOR STU'S BDAY,Optional_Expenses,Eating Out/Takeout,,$19.55
3/7/22,INNER CITY BREWING,WORK - TRIVIA NIGHT,Optional_Expenses,Entertainment,,$19.54
6/5/22,V BURGER,LUNCH - LILAC FESTIVAL,Optional_Expenses,Entertainment,,$19.43
1/5/23,AMAZON,NOISEBLOCK EARBUDS,True_Expenses,Medical,,$19.31
5/11/22,REGISTRY,WORK REIMBURSEMENT,Reimbursements,Work Reimbursement,,$19.29
5/11/22,REGISTRY,WORK REIMBURSEMENT,Reimbursements,Work Reimbursement,,$19.29
10/8/23,HARVEST LIQUOR,LIQUOR,Optional_Expenses,Vices,,$19.29
8/17/23,FRUIT STAND,FRUIT FOR FAMILY,Variable_Expenses,Groceries,,$19.23
6/3/23,420 PREMIUM MARKET,WEED (PRE ROLLS),Optional_Expenses,Vices,,$19.20
1/26/23,DEVILLE,COFFEE CONNECT W/ BRAD,Reimbursements,Work Reimbursements,,$19.15
11/23/22,LIVING FOODS SALAD,SNACKS,Other,Vacation,,$19.04
4/19/23,LONDON DRUGS,SQUISHMALLOW,Other,Vacation,,$19.03
7/16/22,LONDON DRUGS,WHIPPETS,Optional_Expenses,Vices,,$18.88
9/16/22,SHOPPERS DRUG MART,SQUISHMALLOW,Optional_Expenses,Guilt-Free,,$18.88
4/10/23,MOBIL,GAS,Variable_Expenses,Gas,,$18.86
1/7/23,5 VINES,ALCOHOL (MICKEY OF FIREBALL),Optional_Expenses,Vices,,$18.74
4/15/23,USL,LTD,Other,Deductions,,$18.73
4/28/23,USL,LTD,Other,Deductions,,$18.73
12/13/22,SUPERSTORE,GROCERIES,Variable_Expenses,Gas,,$18.63
4/22/23,101 BOBA,BOBA W/ MORGAN,Other,Vacation,,$18.38
8/25/23,INDIGO,WORK PARKING,Fixed_Expenses,Parking,,$18.33
5/3/22,SHIP & ANCHOR,DRINKS W/ MICHAELA,Optional_Expenses,Entertainment,,$18.29
10/6/23,SUPERSTORE,LIQUOR,Optional_Expenses,Vices,,$18.24
4/26/23,COPPER BRANCH,LUNCH,Optional_Expenses,Eating Out/Takeout,,$18.17
3/28/22,NO FRILLS,GROCERIES,Variable_Expenses,Groceries,,$17.97
4/15/22,LONDON DRUGS,SQUISHMALLOW,Optional_Expenses,Guilt-Free,,$17.84
5/28/22,SHOPPERS DRUG MART,EYEDROPS (?),Other,Other,,$17.84
1/22/22,SPIRITLEAF,WEED (PRE ROLLS),Optional_Expenses,Vices,,$17.80
7/17/22,WHITEBARK CAFÉ,COFFEE W/ MORGAN (PAID),Optional_Expenses,Eating Out/Takeout,,$17.57
1/15/22,NAPA,REPLACEMENT BULBS,True_Expenses,Auto Maintenance,,$17.21
11/25/22,PERFECTO CAFÉ,COFFEE W/ MORGAN (PAID),Other,Vacation,,$17.20
5/21/22,SAFEWAY,MISSION,Variable_Expenses,Groceries,,$17.19
1/15/23,USL,LTD,Other,Deductions,,$17.01
11/15/22,USL,LTD,Other,Tax,,$17.01
11/30/22,USL,LTD,Other,Tax,,$17.01
12/15/22,USL,LTD,Other,Tax,,$17.01
1/31/23,USL,LTD,Other,Deductions,,$17.01
2/15/23,USL,LTD,Other,Deductions,,$17.01
2/28/23,USL,LTD,Other,Deductions,,$17.01
3/15/23,USL,LTD,Other,Deductions,,$17.01
3/31/23,USL,LTD,Other,Deductions,,$17.01
1/8/22,CHAPTERS,BOOKS,Variable_Expenses,Learning,,$17.00
8/14/22,NO FRILLS,GROCERIES,Variable_Expenses,Groceries,,$16.97
8/28/22,CO-OP,CAR WASH,Reimbursements,Work Reimbursement,,$16.79
2/4/23,SHOWCASE,SQUISHMALLOW SLIPPERS,Optional_Expenses,Guilt-Free,,$16.79
7/15/23,CO-OP,WEED STUFF,Optional_Expenses,Vices,,$16.79
11/16/22,POTATO CORNER,TATER TOTS,Optional_Expenses,Eating Out/Takeout,,$16.71
1/4/22,ZIPSURE,RENTERS INSURANCE,Fixed_Expenses,Housing,,$16.57
2/1/22,ZIPSURE,RENTERS INSURANCE,Fixed_Expenses,Housing,,$16.57
3/1/22,ZIPSURE,RENTERS INSURANCE,Fixed_Expenses,Housing,,$16.57
4/1/22,ZIPSURE,RENTERS INSURANCE,Fixed_Expenses,Housing,,$16.57
5/2/22,ZIPSURE,RENTERS INSURANCE,Fixed_Expenses,Housing,,$16.57
6/1/22,ZIPSURE,RENTERS INSURANCE,Fixed_Expenses,Housing,,$16.57
11/23/22,LONDON DRUGS,SNACKS,Other,Vacation,,$16.57
6/21/23,WINGS TAP,BEER,Other,Vacation,,$16.54
4/18/23,FUNCTION,FOOD FOR ROTHA,Other,Vacation,,$16.48
10/9/23,EUPHORIA,COFFEE,Optional_Expenses,Eating Out/Takeout,,$16.18
10/29/22,BAKE CHEF,DINNER W/ MORGAN (PAID),Optional_Expenses,Eating Out/Takeout,,$16.00
2/5/22,SAFEWAY,GROCERIES,Variable_Expenses,Groceries,,$15.98
9/10/23,POTATO CORNER,TATER TOTS,Optional_Expenses,Eating Out/Takeout,,$15.90
8/19/23,POTATO CORNER,TATER TOTS,Optional_Expenses,Eating Out/Takeout,,$15.89
5/1/22,CCC,GYM MEMBERSHIP (FROZEN),Fixed_Expenses,Gym Membership,,$15.75
6/1/22,CCC,GYM MEMBERSHIP (FROZEN),Fixed_Expenses,Gym Membership,,$15.75
7/1/22,CCC,GYM MEMBERSHIP (FROZEN),Fixed_Expenses,Gym Membership,,$15.75
8/1/22,CCC,GYM MEMBERSHIP,Fixed_Expenses,Gym Membership,,$15.75
9/1/22,CCC,GYM MEMBERSHIP (FROZEN),Fixed_Expenses,Gym Membership,,$15.75
9/9/22,MRU,GYM SESSION W/ ELIO,Fixed_Expenses,Gym Membership,,$15.75
10/2/22,CCC,GYM MEMBERSHIP (FROZEN),Fixed_Expenses,Gym Membership,,$15.75
10/2/22,ALBERTA PARKS,KANANASKIS - DAY PASS,Optional_Expenses,Entertainment,,$15.75
11/1/22,CCC,MONTHLY MEMBERSHIP (FROZEN),Fixed_Expenses,Gym Membership,,$15.75
12/1/22,CCC,MONTHLY MEMBERSHIP (FROZEN),Fixed_Expenses,Gym Membership,,$15.75
9/26/22,NINTENDO,VIDEO GAME,Optional_Expenses,Entertainment,,$15.74
9/14/23,LONDON DRUGS,SQUISHMALLOW,Optional_Expenses,Guilt-Free,,$15.74
9/30/23,POTATO CORNER,LUNCH,Optional_Expenses,Eating Out/Takeout,,$15.74
